21653307.22	5170346.33	0.0775805
21653379.37	5170326.32	0.0558729
21653451.52	5170306.31	0.0628058
21653523.66	5170286.3	0.0711665
21653595.81	5170266.29	0
21653667.96	5170246.29	0
21653740.1	5170226.28	0
21653812.25	5170206.27	0
21653884.4	5170186.26	0
21653956.54	5170166.25	0
21654028.69	5170146.25	0
21654100.84	5170126.24	0
21654172.98	5170106.23	0
21654245.13	5170086.22	0
21654317.28	5170066.21	0
21654389.42	5170046.21	0
21654461.57	5170026.2	0
21654533.72	5170006.19	0
21654605.86	5169986.18	0
21654678.01	5169966.17	0
21654750.16	5169946.17	0.102585
21654822.31	5169926.16	0.0674586
21654894.45	5169906.15	0.0739006
21654966.6	5169886.14	0.33234
21655038.75	5169866.13	0.292855
21655110.89	5169846.13	0.236805
21655183.04	5169826.12	0.281143
21655255.19	5169806.11	0.155998
21655327.33	5169786.1	0.113409
21655399.48	5169766.09	0.225332
21653254.7	5170437.11	0.0490167
21653326.85	5170417.1	0.0622498
21653399	5170397.09	0.078587
21653471.14	5170377.08	0.142176
21653543.29	5170357.07	0.210198
21653615.44	5170337.07	0
21653687.58	5170317.06	0
21653759.73	5170297.05	0.255708
21653831.88	5170277.04	0.177889
21653904.02	5170257.03	0
21653976.17	5170237.03	0
21654048.32	5170217.02	0
21654120.46	5170197.01	0
21654192.61	5170177	0
21654264.76	5170156.99	0
21654336.9	5170136.98	0
21654409.05	5170116.98	0
21654481.2	5170096.97	0
21654553.34	5170076.96	0
21654625.49	5170056.95	0
21654697.64	5170036.94	0
21654769.78	5170016.94	0.125377
21654841.93	5169996.93	0.126325
21654914.08	5169976.92	0.109665
21654986.23	5169956.91	0.250283
21655058.37	5169936.9	0.292891
21655130.52	5169916.9	0.280213
21655202.66	5169896.89	0.240809
21655274.81	5169876.88	0.148604
21655346.96	5169856.87	0.0821237
21655419.11	5169836.86	0.252005
21655491.25	5169816.86	0.279677
21655563.4	5169796.85	0.222738
21655635.55	5169776.84	0.230945
21655707.69	5169756.83	0.249568
21655779.84	5169736.82	0.195504
21655851.99	5169716.82	0.11727
21655924.13	5169696.81	0.134064
21655996.28	5169676.8	0.085473
21656068.43	5169656.79	0.0687151
21656140.57	5169636.78	0.0917231
21656212.72	5169616.78	0.0952026
21656284.87	5169596.77	0.0549994
21656357.01	5169576.76	0.0687399
